query,rank,poi_id,name,type,city,relevant
Indoor climbing gyms,10,5172179132,Mapuche,node,Санкт-Петербург,0
Beachfront promenades,1,11218255864,Textura,node,Санкт-Петербург,0
Beachfront promenades,2,7480069036,Изоплитовский пляж,node,Екатеринбург,1
Beachfront promenades,3,12039524273,"Нижегородцам, участникам Первой Мировой Войны",node,Нижний Новгород,0
Beachfront promenades,4,11322668477,Сяоданцзя,node,Санкт-Петербург,0
Beachfront promenades,5,3158100220,Магнолия,node,Москва,0
Beachfront promenades,6,9385267874,Дикий Пляж,node,Уфа,1
Beachfront promenades,7,9385170331,Пляж,node,Уфа,1
Beachfront promenades,8,5467686080,"""Аура"" гостевой дом",node,Екатеринбург,0
Beachfront promenades,9,4438337884,Д. Дидро,node,Санкт-Петербург,0
Beachfront promenades,10,7454846396,Мир ткани,node,Екатеринбург,0
Science fairs,1,5438689586,Baryshkoff,node,Санкт-Петербург,0
Science fairs,2,11789716100,Карета,node,Санкт-Петербург,0
Science fairs,3,2736315713,Продукты,node,Санкт-Петербург,0
Science fairs,4,2324541427,выставочный зал Наука и Искусство,node,Уфа,1
Science fairs,5,8804283117,Dali,node,Казань,1
Science fairs,6,1198596682,Цех85,node,Санкт-Петербург,1
Science fairs,7,1808680328,Музей науки «Нижегородская радиолаборатория»,node,Нижний Новгород,1
Science fairs,8,1295102291,Музейно-выставочный центр Петербургский Художник,node,Санкт-Петербург,1
Science fairs,9,12160555435,Ярмарочная площадь,node,Москва,1
Science fairs,10,12027834154,Way,node,Казань,0
Craft beer pubs,1,12430646961,Sokolov,node,Санкт-Петербург,0
Craft beer pubs,2,991623184,Нячанг Сити,node,Екатеринбург,0
Craft beer pubs,3,10011710366,Главпивторг,node,Уфа,1
Craft beer pubs,4,2483391737,Luma,node,Москва,1
Craft beer pubs,5,4103834291,Smoke лаунч,node,Нижний Новгород,1
Craft beer pubs,6,11948336236,Bulvar Beer,node,Уфа,1
Craft beer pubs,7,9983342333,Craft Beer,node,Москва,1
Craft beer pubs,8,915436898,Кореец,node,Екатеринбург,1
Craft beer pubs,9,992800073,Пивко,node,Екатеринбург,1
Craft beer pubs,10,12761656502,Пятёрочка,node,Нижний Новгород,1
Artisan chocolate shops,1,9775511433,Тортомастер,node,Уфа,1
Artisan chocolate shops,2,10974334492,Сладкоежка,node,Уфа,1
Artisan chocolate shops,3,10839799249,Сладкоежка,node,Уфа,1
Artisan chocolate shops,4,2902212368,Учебно-спортивная база «Юность России»,node,Екатеринбург,0
Artisan chocolate shops,5,12851646437,ООО АБРИС-СТРОЙ,node,Екатеринбург,0
Artisan chocolate shops,6,5026621812,Экоспорт,node,Екатеринбург,1
Artisan chocolate shops,7,926755055,Продукты,node,Екатеринбург,1
Artisan chocolate shops,8,12243218608,Памяти жерт репрессий,node,Нижний Новгород,0
Artisan chocolate shops,9,10082188237,Pecorino,node,Уфа,0
Artisan chocolate shops,10,6952006313,Талисман,node,Екатеринбург,1
Local dessert specialties,1,11952333725,Овощи Фрукты,node,Екатеринбург,0
Local dessert specialties,2,8669785417,Ягодка,node,Екатеринбург,1
Local dessert specialties,3,6174428705,Бристоль,node,Екатеринбург,1
Local dessert specialties,4,5861680923,Пятёрочка,node,Екатеринбург,1
Local dessert specialties,5,5630468321,Сделано в СССР,node,Екатеринбург,0
Local dessert specialties,6,4829014977,Пятёрочка,node,Екатеринбург,1
Local dessert specialties,7,4550104491,Алёнка,node,Екатеринбург,1
Local dessert specialties,8,940721448,Андреевский ГастрономЪ,node,Екатеринбург,1
Local dessert specialties,9,12091732283,Белорусские продукты,node,Москва,1
Local dessert specialties,10,12091731627,Белорусские продукты,node,Москва,1
Architecture walking tours,1,12166486790,Нос майора Ковалёва,node,Санкт-Петербург,1
Architecture walking tours,2,3465417279,Руины главного дома,node,Москва,1
Architecture walking tours,3,2216438328,Продукты,node,Санкт-Петербург,0
Architecture walking tours,4,9415476917,Архитека,node,Москва,1
Architecture walking tours,5,12163109292,Пышка,node,Уфа,0
Architecture walking tours,6,2381083749,Магнолия,node,Москва,0
Architecture walking tours,7,11687716406,Орёл,node,Москва,1
Architecture walking tours,8,10801837550,Орёл,node,Москва,1
Architecture walking tours,9,6853033701,Взятие под стражу,node,Санкт-Петербург,0
Architecture walking tours,10,2215137348,Евразия,node,Санкт-Петербург,0
Sushi restaurants,1,11099176405,Суши & Саке,node,Москва,1
Sushi restaurants,2,12650235761,Мама варит кофе,node,Уфа,0
Sushi restaurants,3,10732576493,Сушиопт,node,Уфа,1
Sushi restaurants,4,7484858507,Неизвестный мужчина,node,Санкт-Петербург,0
Sushi restaurants,5,4727661084,Чайхона,node,Нижний Новгород,1
Sushi restaurants,6,11168887942,Суши,node,Москва,1
Sushi restaurants,7,1348983447,Без вывески,node,Москва,1
Sushi restaurants,8,10607744383,Sushi Man,node,Москва,1
Sushi restaurants,9,5602770721,Mario Kids,node,Екатеринбург,0
Sushi restaurants,10,4384736390,Детская библиотека им. И. А. Крылова,node,Санкт-Петербург,0
Open-air markets,1,4069356159,Естный,node,Санкт-Петербург,1
Open-air markets,2,4241489795,Vse Putem,node,Санкт-Петербург,0
Open-air markets,3,3996422788,Domino,node,Санкт-Петербург,0
Open-air markets,4,6724698364,The Faces Historical Center,node,Санкт-Петербург,0
Open-air markets,5,12152280083,Ярмарка выходного дня,node,Москва,1
Open-air markets,6,8032517168,Минимаркет,node,Санкт-Петербург,1
Open-air markets,7,5969020240,Золотая рыбка,node,Санкт-Петербург,1
Open-air markets,8,5152015332,"Диоген, древнегреческий философ",node,Санкт-Петербург,0
Open-air markets,9,4952330121,Токио-City,node,Санкт-Петербург,0
Open-air markets,10,4417542189,Александр Невский и Ижорская земля,node,Санкт-Петербург,1
Secluded viewpoints,1,4911875121,Автостекло,node,Екатеринбург
Secluded viewpoints,2,8300624543,Кони,node,Москва
Secluded viewpoints,3,2911644905,Хостел на Мясницкой,node,Москва
Secluded viewpoints,4,12138428999,Матроскин и Печкин,node,Санкт-Петербург
Secluded viewpoints,5,10784410006,ТанЖен,node,Санкт-Петербург
Secluded viewpoints,6,11925690398,Baggins Coffee,node,Санкт-Петербург
Secluded viewpoints,7,7213882860,Arch 1908,node,Москва
Secluded viewpoints,8,4845898090,БМП-1,node,Екатеринбург
Secluded viewpoints,9,923876235,Магнит,node,Москва
Secluded viewpoints,10,6279252786,Памяти ветеранам подразделений особого риска,node,Москва
Historic city walls,1,8861507217,Нужно зайти,node,Москва
Historic city walls,2,11299249710,Города воинской славы,node,Москва
Historic city walls,3,3485653423,Indian Eaters,node,Санкт-Петербург
Historic city walls,4,6815613686,Мачты,node,Санкт-Петербург
Historic city walls,5,9837357535,Большой Каменный мост,node,Москва
Historic city walls,6,10804761996,Богатырь,node,Екатеринбург
Historic city walls,7,8514862251,203-мм гаубица образца 1931 года (Б-4),node,Санкт-Петербург
Historic city walls,8,5654765578,Детский мир,node,Санкт-Петербург
Historic city walls,9,7266869385,Фермерские продукты,node,Санкт-Петербург
Historic city walls,10,1596075161,Баш Маг,node,Москва
Museum gift shops,1,2295063240,Кладовая башня,node,Нижний Новгород
Museum gift shops,2,966256223,Panda Banda,node,Санкт-Петербург
Museum gift shops,3,3940503936,1000 и 1 ночь,node,Москва
Museum gift shops,4,4911704650,25/8,node,Санкт-Петербург
Museum gift shops,5,3011906136,Русский бильярд,node,Москва
Museum gift shops,6,4361152195,большая кружка,node,Нижний Новгород
Museum gift shops,7,2232181700,Мастерская танго,node,Нижний Новгород
Museum gift shops,8,1359192530,2 шага,node,Санкт-Петербург
Museum gift shops,9,1113593209,IL Патио,node,Москва
Museum gift shops,10,12155371778,Unichel,node,Нижний Новгород
Minimalist cafes,1,8154442198,Бурлящий котёл,node,Санкт-Петербург
Minimalist cafes,2,5042053642,Спэшл,node,Санкт-Петербург
Minimalist cafes,3,4350026194,Каха бар,node,Санкт-Петербург
Minimalist cafes,4,4864393013,Мазилово,node,Москва
Minimalist cafes,5,10314676709,Союз,node,Санкт-Петербург
Minimalist cafes,6,11773488862,Маленький француз,node,Уфа
Minimalist cafes,7,11510705896,"Руины памятника ""Героям-красногвардейцам""",node,Санкт-Петербург
Minimalist cafes,8,4583690427,Бальзак,node,Санкт-Петербург
Minimalist cafes,9,7842256334,Слёзы матери,node,Москва
Minimalist cafes,10,3678991871,Пивотека 465,node,Москва
Urban green spaces,1,4813291699,Стена с барельефами,node,Москва
Urban green spaces,2,10814102449,Фруктовый сад,node,Уфа
Urban green spaces,3,10167087569,Фруктовый сад,node,Уфа
Urban green spaces,4,7959587103,Мастер и Маргарита,node,Санкт-Петербург
Urban green spaces,5,9385443339,Фестивальная площадь,node,Москва
Urban green spaces,6,11921606710,Desport,node,Екатеринбург
Urban green spaces,7,7276095593,Colizeum Premium,node,Санкт-Петербург
Urban green spaces,8,9843615319,Белорусские продукты,node,Екатеринбург
Urban green spaces,9,5231948325,Пётр и Феврония,node,Санкт-Петербург
Urban green spaces,10,4438337885,К. Малевичу,node,Санкт-Петербург
