model,query,rank,poi_id,name,type,city,relevant
LaBSE,Street art tours,8,11018736690,Похищение Европы,node,Санкт-Петербург,0
LaBSE,Street art tours,9,4774406424,Похищение Европы,node,Москва,0
LaBSE,Street art tours,10,4811949281,Похищение Европы,node,Москва,0
LaBSE,Antique shops,1,4029963744,Сказка,node,Москва,1
LaBSE,Antique shops,2,1727503472,Поиск Монет,node,Москва,1
LaBSE,Antique shops,3,9874871718,Улица Ленина,node,Москва,0
LaBSE,Antique shops,4,4344464893,Магазин эксклюзивных сувениров,node,Санкт-Петербург,1
LaBSE,Antique shops,5,1286762133,Сокровища Петербурга,node,Санкт-Петербург,1
LaBSE,Antique shops,6,4569491727,Где бабуля?,node,Санкт-Петербург,1
LaBSE,Antique shops,7,1857063931,Конрос,node,Санкт-Петербург,0
LaBSE,Antique shops,8,3514716689,Церковно-археологический музей,node,Санкт-Петербург,0
LaBSE,Antique shops,9,9048021117,Секира,node,Санкт-Петербург,0
LaBSE,Antique shops,10,5070492325,Алхимия,node,Санкт-Петербург,0
LaBSE,Jazz clubs,1,1770434372,Перекрёсток джаза,node,Казань,1
LaBSE,Jazz clubs,2,6411351655,Национальная художественная галерея «Хазинэ»,node,Казань,0
LaBSE,Jazz clubs,3,11062159557,Пространство звука,node,Казань,1
LaBSE,Jazz clubs,4,2360254906,Лео клуб,node,Санкт-Петербург,1
LaBSE,Jazz clubs,5,4379471180,Бродвей,node,Санкт-Петербург,1
LaBSE,Jazz clubs,6,12769699133,Из Казани с любовью,node,Казань,1
LaBSE,Jazz clubs,7,9786812750,Византия лаунж,node,Казань,1
LaBSE,Jazz clubs,8,2429119910,Звуковой барьер,node,Москва,1
LaBSE,Jazz clubs,9,5159280726,Караоке бар Мелодия,node,Санкт-Петербург,1
LaBSE,Jazz clubs,10,4272128589,Северная лира,node,Санкт-Петербург,1
LaBSE,Yoga studios,1,8825455517,Йога-студия Гармония,node,Москва,1
LaBSE,Yoga studios,2,2291287027,Йога 108,node,Москва,1
LaBSE,Yoga studios,3,4914139250,"Центр йоги ""Анахата""",node,Екатеринбург,1
LaBSE,Yoga studios,4,12714521751,Йога студия Резеды Сафиной,node,Казань,1
LaBSE,Yoga studios,5,9735580789,Давай мечтать,node,Москва,0
LaBSE,Yoga studios,6,4391626989,ЙогаМания,node,Москва,1
LaBSE,Yoga studios,7,4801737323,Студия йоги Айенгара Ольги Ильинской,node,Москва,1
LaBSE,Yoga studios,8,4907652023,Йога центр Yoga Shala,node,Санкт-Петербург,1
LaBSE,Yoga studios,9,6497854485,"Студия йоги ""ЙогаРазума""",node,Казань,1
LaBSE,Yoga studios,10,4574490996,Йога студия,node,Казань,1
LaBSE,Historic forts,1,11164842405,Форты Кронштадта,node,Санкт-Петербург,1
LaBSE,Historic forts,2,2403276123,Колпино — город воинской славы,node,Санкт-Петербург,1
LaBSE,Historic forts,3,669936547,Стрелка Васильевского острова,node,Санкт-Петербург,1
LaBSE,Historic forts,4,1240523684,В Память Усердия села Усть-Ижоры,node,Санкт-Петербург,1
LaBSE,Historic forts,5,12088756870,Кронштадтская крепостная железная дорога,node,Санкт-Петербург,1
LaBSE,Historic forts,6,1632497619,Эрато,node,Санкт-Петербург,0
LaBSE,Historic forts,7,10098341408,Я люблю форт Константин,node,Санкт-Петербург,1
LaBSE,Historic forts,8,12264377848,Янтарный мост России,node,Санкт-Петербург,1
LaBSE,Historic forts,9,1632497618,Меркурий,node,Санкт-Петербург,1
LaBSE,Historic forts,10,11491562306,Ниеншанц,node,Санкт-Петербург,1
LaBSE,Urban street markets,1,8950592420,Новая площадь,node,Москва,1
LaBSE,Urban street markets,2,3887492858,Рижский рынок,node,Москва,1
LaBSE,Urban street markets,3,9853204061,Малая Сухаревская площадь,node,Москва,0
LaBSE,Urban street markets,4,1253948759,"Ярмарка ""Московские сезоны""",node,Москва,1
LaBSE,Urban street markets,5,11057578594,"Ярмарка ""Московские сезоны""",node,Москва,1
LaBSE,Urban street markets,6,5445159819,Биржевая площадь,node,Москва,1
LaBSE,Urban street markets,7,4948144641,Кудринская площадь,node,Москва,0
LaBSE,Urban street markets,8,1722580982,Магазин купцов Елисеевых,node,Санкт-Петербург,1
LaBSE,Urban street markets,9,11449150163,Арбатская площадь,node,Москва,1
LaBSE,Urban street markets,10,4948150388,Лубянская площадь,node,Москва,1
LaBSE,Classical music concerts,1,2609191808,Московский дом композиторов,node,Москва,1
LaBSE,Classical music concerts,2,5181847697,Крокин галерея,node,Москва,0
LaBSE,Classical music concerts,3,3325191509,Музей русской гармоники А. Мирека,node,Москва,1
LaBSE,Classical music concerts,4,3517514902,Музей-квартира А. И. Куинджи,node,Санкт-Петербург,0
LaBSE,Classical music concerts,5,2494989015,Литературный музей Г. Тукая,node,Казань,0
LaBSE,Classical music concerts,6,784052411,Карлу Марксу,node,Москва,0
LaBSE,Classical music concerts,7,2506826092,Детский музыкальный театр юного актера,node,Москва,1
LaBSE,Classical music concerts,8,12157273304,Дом-музей П. П. Чистякова,node,Санкт-Петербург,0
LaBSE,Classical music concerts,9,1253948759,"Ярмарка ""Московские сезоны""",node,Москва,0
LaBSE,Classical music concerts,10,11057578594,"Ярмарка ""Московские сезоны""",node,Москва,0
LaBSE,Public libraries,1,987375426,Библиотека N4,node,Санкт-Петербург,1
LaBSE,Public libraries,2,9434059486,Центральная детская библиотека имени Н. А. Внукова,node,Санкт-Петербург,1
LaBSE,Public libraries,3,6793335328,Научно-медицинская библиотека,node,Москва,1
LaBSE,Public libraries,4,8047003285,Центральная районная детская библиотека,node,Санкт-Петербург,1
LaBSE,Public libraries,5,6718221450,Библиотека имени Герцена,node,Екатеринбург,1
LaBSE,Public libraries,6,5056154810,Библиотека №267 имени Крупской,node,Москва,1
LaBSE,Public libraries,7,12196232785,Библиотека №4 «Горелово»,node,Санкт-Петербург,1
LaBSE,Public libraries,8,1370762390,Центральная детская библиотека № 226,node,Москва,1
LaBSE,Public libraries,9,3849191098,Научно-техническая библиотека РГУ нефти и газа им. И.М.Губкина,node,Москва,1
LaBSE,Public libraries,10,2083028779,Библиотека им. М.А.Светлова.,node,Нижний Новгород,1
LaBSE,Indoor climbing gyms,1,10006280353,"Стрелковый клуб ""Выстрел""",node,Москва,0
LaBSE,Indoor climbing gyms,2,10006280354,"Стрелковый клуб ""Выстрел""",node,Москва,0
LaBSE,Indoor climbing gyms,3,2058601899,Спортивный-клуб Action-force,node,Санкт-Петербург,1
LaBSE,Indoor climbing gyms,4,9975900234,Гнедой конный клуб,node,Санкт-Петербург,1
LaBSE,Indoor climbing gyms,5,1995722972,Уральский центр кинезиотерапии,node,Екатеринбург,0
LaBSE,Indoor climbing gyms,6,2137076243,Уральский центр кинезиотерапии,node,Екатеринбург,0
LaBSE,Indoor climbing gyms,7,977470346,Анима,node,Санкт-Петербург,0
LaBSE,Indoor climbing gyms,8,11766356192,Студия гимнастики и танца Анны Серовой,node,Санкт-Петербург,1
LaBSE,Indoor climbing gyms,9,5021405257,Icestyle-Екб,node,Екатеринбург,0
LaBSE,Indoor climbing gyms,10,11068938724,Академия танца,node,Москва,0
LaBSE,Science fairs,1,10263479155,Музей рециклинга и экологичного образа жизни,node,Москва,1
LaBSE,Science fairs,2,1948113538,Янтарная комната,node,Санкт-Петербург,0
LaBSE,Science fairs,3,3069066677,"Выставочный зал ""АхДи""",node,Москва,1
LaBSE,Science fairs,4,1304505140,Дом книги,node,Санкт-Петербург,1
LaBSE,Science fairs,5,4116418323,Музей техники Apple,node,Москва,1
LaBSE,Science fairs,6,3782296720,"Арт-площадка ""Массолит""",node,Москва,1
LaBSE,Science fairs,7,7017434438,B4CKSP4CE,node,Санкт-Петербург,0
LaBSE,Science fairs,8,7814389885,Выставка ParcArt,node,Санкт-Петербург,1
LaBSE,Science fairs,9,1205905734,Научно-техническая библиотека МИСИС,node,Москва,1
LaBSE,Science fairs,10,5057733049,А3,node,Москва,0
LaBSE,Craft beer pubs,1,11784730164,Давай Два,node,Санкт-Петербург,1
LaBSE,Craft beer pubs,2,8758650961,Хмельной Кег,node,Москва,1
LaBSE,Craft beer pubs,3,3892159245,Craft mini bar -бар крафтового пива,node,Екатеринбург,1
LaBSE,Craft beer pubs,4,2412093665,Вильям Басс,node,Москва,1
LaBSE,Craft beer pubs,5,8132280091,BB craft,node,Москва,1
LaBSE,Craft beer pubs,6,11937874417,Пиво у Попая,node,Санкт-Петербург,1
LaBSE,Craft beer pubs,7,745271763,Молли Гвинн'з,node,Москва,0
LaBSE,Craft beer pubs,8,3946173957,Beertep Craft Pub,node,Москва,1
LaBSE,Craft beer pubs,9,7141020139,На вина!,node,Москва,0
LaBSE,Craft beer pubs,10,7141020140,На вина!,node,Москва,0
LaBSE,Jazz festivals,1,1770434372,Перекрёсток джаза,node,Казань,1
LaBSE,Jazz festivals,2,6411351655,Национальная художественная галерея «Хазинэ»,node,Казань,0
LaBSE,Jazz festivals,3,12769699133,Из Казани с любовью,node,Казань,0
LaBSE,Jazz festivals,4,11062159557,Пространство звука,node,Казань,1
LaBSE,Jazz festivals,5,3116114788,"Концертный зал ""Под сводами""",node,Москва,1
LaBSE,Jazz festivals,6,11622323473,Весёлая Затея,node,Москва,0
LaBSE,Jazz festivals,7,2589366779,"Банкетный комплекс ""Звезда""",node,Санкт-Петербург,0
LaBSE,Jazz festivals,8,4272128589,Северная лира,node,Санкт-Петербург,0
LaBSE,Jazz festivals,9,8552805818,Золотая нива,node,Казань,0
LaBSE,Jazz festivals,10,4804794308,"Культурно-деловой центр молодёжи ""Марьино""",node,Москва,0
LaBSE,Artisan chocolate shops,1,5993681985,Шоколадка,node,Нижний Новгород,1
LaBSE,Artisan chocolate shops,2,2383737790,Шоколадный Хит,node,Москва,1
LaBSE,Artisan chocolate shops,3,4142686290,chocoMe,node,Санкт-Петербург,1
LaBSE,Artisan chocolate shops,4,9989248250,Шоколадное ателье,node,Москва,1
LaBSE,Artisan chocolate shops,5,8409528319,Шоколадница,node,Москва,1
LaBSE,Artisan chocolate shops,6,3247029594,Шоколадница,node,Москва,1
LaBSE,Artisan chocolate shops,7,3021943933,Шоколадница,node,Москва,1
LaBSE,Artisan chocolate shops,8,890694168,Шоколадница,node,Москва,1
LaBSE,Artisan chocolate shops,9,4644194140,Шоколадница,node,Москва,1
LaBSE,Artisan chocolate shops,10,5720245358,Шоколадница,node,Москва,1
LaBSE,Local dessert specialties,1,8219691821,Белорусский базар,node,Москва,1
LaBSE,Local dessert specialties,2,2334218289,Магазин Продукты(ИП Смернов),node,Екатеринбург,1
LaBSE,Local dessert specialties,3,5592548483,Финские продукты,node,Санкт-Петербург,1
LaBSE,Local dessert specialties,4,11252464283,Дом Хлеба,node,Уфа,1
LaBSE,Local dessert specialties,5,7195212848,Армянские продукты,node,Москва,1
LaBSE,Local dessert specialties,6,1870432991,Белорусские продукты,node,Москва,1
LaBSE,Local dessert specialties,7,11573662507,Товары из Финляндии,node,Санкт-Петербург,1
LaBSE,Local dessert specialties,8,4653143977,Товары из Армении,node,Санкт-Петербург,1
LaBSE,Local dessert specialties,9,4123545090,Сибирский гастроном #1,node,Москва,1
LaBSE,Local dessert specialties,10,10794907288,Финские товары,node,Санкт-Петербург,1
LaBSE,Architecture walking tours,1,4934341840,Загадай желание,node,Санкт-Петербург,0
LaBSE,Architecture walking tours,2,8703661611,Береза-оракул,node,Москва,0
LaBSE,Architecture walking tours,3,9961754793,Волшебная миля,node,Санкт-Петербург,1
LaBSE,Architecture walking tours,4,4754322972,Схема тропы Н. И. Кузнецова,node,Екатеринбург,1
LaBSE,Architecture walking tours,5,4754322978,Схема тропы Н. И. Кузнецова,node,Екатеринбург,1
LaBSE,Architecture walking tours,6,3622320006,Человек-птица,node,Москва,0
LaBSE,Architecture walking tours,7,12716405171,Улица Миклухо-Маклая,node,Москва,1
LaBSE,Architecture walking tours,8,12716433307,Улица Миклухо-Маклая,node,Москва,1
LaBSE,Architecture walking tours,9,6871992265,Я люблю Бибирево,node,Москва,0
LaBSE,Architecture walking tours,10,9142541647,У Лукоморья. Сказочная экотропа.,node,Санкт-Петербург,1
LaBSE,Sushi restaurants,1,9182592406,Вкусносуши,node,Санкт-Петербург,1
LaBSE,Sushi restaurants,2,1440166100,Якитория,node,Москва,1
LaBSE,Sushi restaurants,3,1445383864,Якитория,node,Москва,1
LaBSE,Sushi restaurants,4,2440630305,Якитория,node,Москва,1
LaBSE,Sushi restaurants,5,12778135102,Суши-Пицца,node,Санкт-Петербург,1
LaBSE,Sushi restaurants,6,1476461542,Якитория,node,Москва,1
LaBSE,Sushi restaurants,7,4843754802,Якитория,node,Москва,1
LaBSE,Sushi restaurants,8,1581507748,Ямамото,node,Санкт-Петербург,1
LaBSE,Sushi restaurants,9,8752557924,Империя Суши,node,Уфа,1
LaBSE,Sushi restaurants,10,2140392388,Якитория,node,Москва,1
LaBSE,Microbrewery tours,1,9961754793,Волшебная миля,node,Санкт-Петербург,1
LaBSE,Microbrewery tours,2,6871992265,Я люблю Бибирево,node,Москва,0
LaBSE,Microbrewery tours,3,12716405171,Улица Миклухо-Маклая,node,Москва,1
LaBSE,Microbrewery tours,4,12716433307,Улица Миклухо-Маклая,node,Москва,1
LaBSE,Microbrewery tours,5,7923627585,Пиковый перекрёсток,node,Санкт-Петербург,1
LaBSE,Microbrewery tours,6,8703661611,Береза-оракул,node,Москва,0
LaBSE,Microbrewery tours,7,7741437447,Посетители кормушек,node,Москва,0
LaBSE,Microbrewery tours,8,973479676,Пуп,node,Екатеринбург,0
LaBSE,Microbrewery tours,9,12076555269,Город Зеленогорск,node,Санкт-Петербург,0
LaBSE,Microbrewery tours,10,12161423637,Город Зеленогорск,node,Санкт-Петербург,0
LaBSE,Street performance spots,1,4948144641,Кудринская площадь,node,Москва,1
LaBSE,Street performance spots,2,8950592420,Новая площадь,node,Москва,1
LaBSE,Street performance spots,3,3887492858,Рижский рынок,node,Москва,0
LaBSE,Street performance spots,4,583204619,Нулевой километр,node,Москва,0
LaBSE,Street performance spots,5,8852154733,Первому субботнику,node,Москва,1
LaBSE,Street performance spots,6,101118823,Уголок дедушки Дурова,node,Москва1
LaBSE,Street performance spots,7,8185423001,площадь Краснопресненская Застава,node,Москва,1
LaBSE,Street performance spots,8,192224751,Ленин,node,Екатеринбург,0
LaBSE,Street performance spots,9,9513789274,Хитровская площадь,node,Москва,1
LaBSE,Street performance spots,10,9853204061,Малая Сухаревская площадь,node,Москва,1
LaBSE,Open-air markets,1,9945675934,Ярмарка выходного дня,node,Москва,1
LaBSE,Open-air markets,2,6779516176,Ярмарка выходного дня,node,Москва,1
LaBSE,Open-air markets,3,4883893475,Úность,node,Москва,0
LaBSE,Open-air markets,4,5057733049,А3,node,Москва,0
LaBSE,Open-air markets,5,5250498424,Ярмарка выходного дня,node,Москва,1
LaBSE,Open-air markets,6,10310798742,Восточный двор,node,Санкт-Петербург,1
LaBSE,Open-air markets,7,4804794308,"Культурно-деловой центр молодёжи ""Марьино""",node,Москва,0
LaBSE,Open-air markets,8,1628803349,Есть хочу,node,Москва,1
LaBSE,Open-air markets,9,5527925431,Art4,node,Москва,0
LaBSE,Open-air markets,10,4223734917,Винный базар,node,Москва,1
LaBSE,Historic city walls,1,11516044734,АЗП-39,node,Санкт-Петербург,0
LaBSE,Historic city walls,2,11164842405,Форты Кронштадта,node,Санкт-Петербург,1
LaBSE,Historic city walls,3,4960448823,"Аристотель, древнегреческий философ",node,Санкт-Петербург,1
LaBSE,Historic city walls,4,12088756870,Кронштадтская крепостная железная дорога,node,Санкт-Петербург,1
LaBSE,Historic city walls,5,12002624492,Вагон конки,node,Казань,1
LaBSE,Historic city walls,6,12771169707,Золоторожская набережная,node,Москва,1
LaBSE,Historic city walls,7,12909786682,Золоторожская набережная,node,Москва,1
LaBSE,Historic city walls,8,12909808336,Золоторожская набережная,node,Москва,1
LaBSE,Historic city walls,9,12909814072,Золоторожская набережная,node,Москва,1
LaBSE,Historic city walls,10,2403276123,Колпино — город воинской славы,node,Санкт-Петербург,1
LaBSE,Museum gift shops,1,1727503472,Поиск Монет,node,Москва,1
LaBSE,Museum gift shops,2,4569491727,Где бабуля?,node,Санкт-Петербург,1
LaBSE,Museum gift shops,3,4029963744,Сказка,node,Москва,1
LaBSE,Museum gift shops,4,1437551197,Сказка,node,Москва,1
LaBSE,Museum gift shops,5,1857063931,Конрос,node,Санкт-Петербург,0
LaBSE,Museum gift shops,6,5070492325,Алхимия,node,Санкт-Петербург,0
LaBSE,Museum gift shops,7,4804794308,"Культурно-деловой центр молодёжи ""Марьино""",node,Москва,0
LaBSE,Museum gift shops,8,6477882972,Идеальное решение,node,Нижний Новгород,0
LaBSE,Museum gift shops,9,9773243603,Очевидное Невероятное,node,Москва,0
LaBSE,Museum gift shops,10,11696800242,МИФ,node,Нижний Новгород,0
LaBSE,Minimalist cafes,1,10609166977,На углях,node,Москва,1
LaBSE,Minimalist cafes,2,8951857417,Дом творчества,node,Москва,0
LaBSE,Minimalist cafes,3,3442452659,Котиссимо,node,Москва,0
LaBSE,Minimalist cafes,4,7246161826,Мечта тут,node,Санкт-Петербург,0
LaBSE,Minimalist cafes,5,4392817856,Компас здоровья,node,Санкт-Петербург,0
LaBSE,Minimalist cafes,6,9786812750,Византия лаунж,node,Казань,1
LaBSE,Minimalist cafes,7,4761154540,"мейд-кафе ""Holy""",node,Екатеринбург,1
LaBSE,Minimalist cafes,8,4840098637,"Киоск ""ПУЛЬТЫ""",node,Екатеринбург,0
LaBSE,Minimalist cafes,9,5745948997,А ты где?,node,Екатеринбург,0
LaBSE,Minimalist cafes,10,1770434372,Перекрёсток джаза,node,Казань,0
LaBSE,Urban green spaces,1,1396565741,Загородный образовательно-оздоровительный центр «Академия»,node,Санкт-Петербург,1
LaBSE,Urban green spaces,2,12076555269,Город Зеленогорск,node,Санкт-Петербург,1
LaBSE,Urban green spaces,3,12161423637,Город Зеленогорск,node,Санкт-Петербург,1
LaBSE,Urban green spaces,4,12148711294,"Веломаршрут ""Зелёное кольцо""",node,Москва,1
LaBSE,Urban green spaces,5,12736660549,"Веломаршрут ""Зелёное кольцо""",node,Москва,1
LaBSE,Urban green spaces,6,12736673776,"Веломаршрут ""Зелёное кольцо""",node,Москва,1
LaBSE,Urban green spaces,7,12736724474,"Веломаршрут ""Зелёное кольцо""",node,Москва,1
LaBSE,Urban green spaces,8,9367014413,"Тропа Здоровья ""Уфимские липы""",node,Уфа,1
LaBSE,Urban green spaces,9,10007160197,Как не допустить пожар в лесу,node,Санкт-Петербург,0
LaBSE,Urban green spaces,10,6871992265,Я люблю Бибирево,node,Москва,0
