model,query,rank,poi_id,name,type,city,relevant
MiniLM-6-L12,Antique shops,6,1728278429,Антиквариат,node,Нижний Новгород,1
MiniLM-6-L12,Antique shops,7,2955779132,Антик,node,Санкт-Петербург,1
MiniLM-6-L12,Antique shops,8,12348913477,Товары из прошлого и СССР,node,Санкт-Петербург,1
MiniLM-6-L12,Antique shops,9,4697537083,Винтажные вещи,node,Санкт-Петербург,1
MiniLM-6-L12,Antique shops,10,6231339682,Русский стиль,node,Санкт-Петербург,1
MiniLM-6-L12,Jazz clubs,1,12600040238,Академ Джаз,node,Москва,1
MiniLM-6-L12,Jazz clubs,2,3325926894,Джаз-клуб Игоря Бутмана,node,Москва,1
MiniLM-6-L12,Jazz clubs,3,1021351638,Филармония джазовой музыки,node,Санкт-Петербург,1
MiniLM-6-L12,Jazz clubs,4,1865267462,J.F.C. Jazz Club,node,Санкт-Петербург,1
MiniLM-6-L12,Jazz clubs,5,10069720744,Джаз,node,Санкт-Петербург,1
MiniLM-6-L12,Jazz clubs,6,8463256785,Jazz-shop.ru,node,Москва,1
MiniLM-6-L12,Jazz clubs,7,4503538134,W,node,Санкт-Петербург,0
MiniLM-6-L12,Jazz clubs,8,10893432308,Honky Tonk,node,Москва,0
MiniLM-6-L12,Jazz clubs,9,5611463521,Ритм,node,Санкт-Петербург,1
MiniLM-6-L12,Jazz clubs,10,8593460798,Pedal Club,node,Москва,0
MiniLM-6-L12,Yoga studios,1,12077381577,Yoga projeсt,node,Екатеринбург,1
MiniLM-6-L12,Yoga studios,2,11828948840,Yoga Place,node,Санкт-Петербург,1
MiniLM-6-L12,Yoga studios,3,5371994278,Yoga Art,node,Нижний Новгород,1
MiniLM-6-L12,Yoga studios,4,4574490996,Йога студия,node,Казань,1
MiniLM-6-L12,Yoga studios,5,2616127203,Yoga Practika,node,Москва,1
MiniLM-6-L12,Yoga studios,6,5354432769,Yoga Practika,node,Москва,1
MiniLM-6-L12,Yoga studios,7,5851719741,Yoga Practika,node,Москва,1
MiniLM-6-L12,Yoga studios,8,6225902491,Yoga Practika,node,Москва,1
MiniLM-6-L12,Yoga studios,9,4801920622,Федерация йоги,node,Москва,1
MiniLM-6-L12,Yoga studios,10,9713707917,Yoga Feel,node,Уфа,1
MiniLM-6-L12,Running clubs and marathons,1,9365380540,Беговой клуб,node,Москва,1
MiniLM-6-L12,Running clubs and marathons,2,5758454935,Megasport,node,Екатеринбург,1
MiniLM-6-L12,Running clubs and marathons,3,4834061622,FlexMass,node,Екатеринбург,1
MiniLM-6-L12,Running clubs and marathons,4,1119043280,"Спортивно-оздоровительный клуб ""Вымпел""",node,Москва,0
MiniLM-6-L12,Running clubs and marathons,5,10285983160,"Городской межотраслевой физкультурно-спортивный клуб ""Здоровье""",node,Москва,0
MiniLM-6-L12,Running clubs and marathons,6,2200264034,Спортмастер,node,Нижний Новгород,0
MiniLM-6-L12,Running clubs and marathons,7,8677638973,In Fighting,node,Москва,0
MiniLM-6-L12,Running clubs and marathons,8,10804761993,Pro Гибкость,node,Екатеринбург,0
MiniLM-6-L12,Running clubs and marathons,9,4575746389,LeMans,node,Москва,0
MiniLM-6-L12,Running clubs and marathons,10,4197071880,Восточный КЛУБ,node,Уфа,0
MiniLM-6-L12,Historic forts,1,9942358717,Карта форта,node,Санкт-Петербург,1
MiniLM-6-L12,Historic forts,2,8930434718,Героический путь артиллерийского училища,node,Казань,1
MiniLM-6-L12,Historic forts,3,5232693630,"памятник православным воинам, погибшим на Кавказе",node,Санкт-Петербург,1
MiniLM-6-L12,Historic forts,4,5026362372,Китайгородская стена,node,Москва,1
MiniLM-6-L12,Historic forts,5,10716615905,Остатки немецкого ДОТа DT-1,node,Санкт-Петербург,1
MiniLM-6-L12,Historic forts,6,11506826735,КП/НП батареи 6-дюймовок Канэ,node,Санкт-Петербург,1
MiniLM-6-L12,Historic forts,7,11510705902,Бомбоубежище,node,Санкт-Петербург,1
MiniLM-6-L12,Historic forts,8,7944870885,"Форт ""Александр Шанец""",node,Санкт-Петербург,1
MiniLM-6-L12,Historic forts,9,5347387652,МИ-2,node,Москва,1
MiniLM-6-L12,Historic forts,10,12088758269,Основание орудия батареи,node,Санкт-Петербург,1
MiniLM-6-L12,Urban street markets,1,1086919475,Конкурент,node,Санкт-Петербург,0
MiniLM-6-L12,Urban street markets,2,1231357283,"ТК ""Ольга2""",node,Санкт-Петербург,0
MiniLM-6-L12,Urban street markets,3,4086435889,Сельскохозяйственный рынок,node,Санкт-Петербург,1
MiniLM-6-L12,Urban street markets,4,11341313680,Перекрёсток,node,Уфа,0
MiniLM-6-L12,Urban street markets,5,3974212484,Перекрёсток,node,Екатеринбург,0
MiniLM-6-L12,Urban street markets,6,5525450562,Йомарт,node,Уфа,0
MiniLM-6-L12,Urban street markets,7,1140767494,Приалит,node,Москва,0
MiniLM-6-L12,Urban street markets,8,1325314431,Перекрёсток,node,Екатеринбург,0
MiniLM-6-L12,Urban street markets,9,1360076674,Перекрёсток,node,Екатеринбург,0
MiniLM-6-L12,Urban street markets,10,12517888664,Перекрёсток,node,Екатеринбург,0
MiniLM-6-L12,Classical music concerts,1,4142952951,Репетиция оркестра,node,Москва,1
MiniLM-6-L12,Classical music concerts,2,6387808396,Народный музей музыкальных инструментов,node,Москва,0
MiniLM-6-L12,Classical music concerts,3,2289219095,Филармония имени Мстислава Ростроповича,node,Нижний Новгород,1
MiniLM-6-L12,Classical music concerts,4,12914359072,Эта музыка будет вечной,node,Екатеринбург,1
MiniLM-6-L12,Classical music concerts,5,1748893810,Mozart,node,Санкт-Петербург,1
MiniLM-6-L12,Classical music concerts,6,10832844750,Sale sound,node,Казань,1
MiniLM-6-L12,Classical music concerts,7,4274126189,Jam Club Андрея Макаревича,node,Москва,1
MiniLM-6-L12,Classical music concerts,8,1865267462,J.F.C. Jazz Club,node,Санкт-Петербург,1
MiniLM-6-L12,Classical music concerts,9,4415983679,Music Hall 27,node,Уфа,1
MiniLM-6-L12,Classical music concerts,10,3325926894,Джаз-клуб Игоря Бутмана,node,Москва,1
MiniLM-6-L12,Contemporary dance shows,1,7023544386,Студия исторического танца Трианон,node,Москва,1
MiniLM-6-L12,Contemporary dance shows,2,8039149654,Контраст,node,Санкт-Петербург,0
MiniLM-6-L12,Contemporary dance shows,3,6489288184,Амира,node,Нижний Новгород,0
MiniLM-6-L12,Contemporary dance shows,4,5138766238,Dance Insight,node,Санкт-Петербург,1
MiniLM-6-L12,Contemporary dance shows,5,8256986062,Dance therapy,node,Москва,1
MiniLM-6-L12,Contemporary dance shows,6,10798706065,Dance Division,node,Нижний Новгород,1
MiniLM-6-L12,Contemporary dance shows,7,3766353738,Dancing Company,node,Нижний Новгород,1
MiniLM-6-L12,Contemporary dance shows,8,3792738230,"Fresh, студия танца",node,Санкт-Петербург,1
MiniLM-6-L12,Contemporary dance shows,9,9757570014,Next Dance Studio,node,Санкт-Петербург,1
MiniLM-6-L12,Contemporary dance shows,10,6225900464,Mainstream,node,Москва,0
MiniLM-6-L12,Public libraries,1,968478668,Научная библиотека СЗИУ РАНХиГС,node,Санкт-Петербург,1
MiniLM-6-L12,Public libraries,2,5045037236,Библиотека №101,node,Москва,1
MiniLM-6-L12,Public libraries,3,931487478,Библиотека УрО РАН,node,Екатеринбург,1
MiniLM-6-L12,Public libraries,4,9966401700,Библиотека № 175,node,Москва,1
MiniLM-6-L12,Public libraries,5,10025595793,На Тверской,node,Санкт-Петербург,0
MiniLM-6-L12,Public libraries,6,1345719324,Научная библиотека РГППУ,node,Екатеринбург,1
MiniLM-6-L12,Public libraries,7,1207097591,Научная библиотека УрГПУ,node,Екатеринбург,1
MiniLM-6-L12,Public libraries,8,1140412403,Библиотека СПбГМТУ,node,Санкт-Петербург,1
MiniLM-6-L12,Public libraries,9,1140449935,Библиотека СПбГУТД,node,Санкт-Петербург,1
MiniLM-6-L12,Public libraries,10,3908968867,Библиотека имени Мельникова-Печёрского,node,Нижний Новгород,1
MiniLM-6-L12,Indoor climbing gyms,1,3635889267,Скалодром МИТХТ,node,Москва,1
MiniLM-6-L12,Indoor climbing gyms,2,7883089057,Climb Lab,node,Москва,1
MiniLM-6-L12,Indoor climbing gyms,3,5072342821,Gym & Tonic,node,Москва,1
MiniLM-6-L12,Indoor climbing gyms,4,8521166060,IRON GYM,node,Екатеринбург,1
MiniLM-6-L12,Indoor climbing gyms,5,1425915449,Powerhouse Gym,node,Екатеринбург,1
MiniLM-6-L12,Indoor climbing gyms,6,4206407989,Powerhouse Gym,node,Екатеринбург,1
MiniLM-6-L12,Indoor climbing gyms,7,11862401452,Ri_gym,node,Казань,1
MiniLM-6-L12,Indoor climbing gyms,8,9290788117,Integrity,node,Москва,1
MiniLM-6-L12,Indoor climbing gyms,9,4381097890,Зарядка Gym,node,Москва,1
MiniLM-6-L12,Indoor climbing gyms,10,12298885506,Mass Gym,node,Уфа,1
MiniLM-6-L12,Beachfront promenades,1,9385170331,Пляж,node,Уфа,1
MiniLM-6-L12,Beachfront promenades,2,4382390447,Дюны,node,Санкт-Петербург,1
MiniLM-6-L12,Beachfront promenades,3,7528877835,Директорский пляж,node,Екатеринбург,1
MiniLM-6-L12,Beachfront promenades,4,7682398788,Прибрежные мелководья,node,Санкт-Петербург,1
MiniLM-6-L12,Beachfront promenades,5,669118280,Курортный,node,Санкт-Петербург,1
MiniLM-6-L12,Beachfront promenades,6,10951280808,Береговые валы,node,Санкт-Петербург,1
MiniLM-6-L12,Beachfront promenades,7,7480069036,Изоплитовский пляж,node,Екатеринбург,1
MiniLM-6-L12,Beachfront promenades,8,6942696209,Дельфины,node,Москва,0
MiniLM-6-L12,Beachfront promenades,9,8693403918,Дельфины,node,Москва,0
MiniLM-6-L12,Beachfront promenades,10,9738508258,Дельфины,node,Москва,0
MiniLM-6-L12,Craft beer pubs,1,6110985286,Beer empire,node,Москва,1
MiniLM-6-L12,Craft beer pubs,2,1384013902,Craft Beer Shop,node,Санкт-Петербург,1
MiniLM-6-L12,Craft beer pubs,3,4337761991,Beerman's Brewing Company,node,Москва,1
MiniLM-6-L12,Craft beer pubs,4,915469937,Iternational Beer Store,node,Екатеринбург,1
MiniLM-6-L12,Craft beer pubs,5,7734283835,Cult Beer Club,node,Санкт-Петербург,1
MiniLM-6-L12,Craft beer pubs,6,3109151679,Beermarket,node,Москва,1
MiniLM-6-L12,Craft beer pubs,7,6579689801,Beer mug,node,Нижний Новгород,1
MiniLM-6-L12,Craft beer pubs,8,3946173957,Beertep Craft Pub,node,Москва,1
MiniLM-6-L12,Craft beer pubs,9,1747030996,Beer Bag,node,Санкт-Петербург,1
MiniLM-6-L12,Craft beer pubs,10,12537235128,Beer&Balls,node,Москва,1
MiniLM-6-L12,Jazz festivals,1,1021351638,Филармония джазовой музыки,node,Санкт-Петербург,1
MiniLM-6-L12,Jazz festivals,2,12600040238,Академ Джаз,node,Москва,1
MiniLM-6-L12,Jazz festivals,3,3325926894,Джаз-клуб Игоря Бутмана,node,Москва,1
MiniLM-6-L12,Jazz festivals,4,1865267462,J.F.C. Jazz Club,node,Санкт-Петербург,1
MiniLM-6-L12,Jazz festivals,5,10069720744,Джаз,node,Санкт-Петербург,1
MiniLM-6-L12,Jazz festivals,6,8463256785,Jazz-shop.ru,node,Москва,1
MiniLM-6-L12,Jazz festivals,7,4503538134,W,node,Санкт-Петербург,0
MiniLM-6-L12,Jazz festivals,8,10893432308,Honky Tonk,node,Москва,0
MiniLM-6-L12,Jazz festivals,9,10017102157,Граммофон,node,Санкт-Петербург,0
MiniLM-6-L12,Jazz festivals,10,5611463521,Ритм,node,Санкт-Петербург,1
MiniLM-6-L12,Artisan chocolate shops,1,11773549425,Город в шоколаде,node,Нижний Новгород,1
MiniLM-6-L12,Artisan chocolate shops,2,12881368401,Нижний в шоколаде,node,Нижний Новгород,1
MiniLM-6-L12,Artisan chocolate shops,3,4322849512,Музей истории шоколада и какао,node,Москва,0
MiniLM-6-L12,Artisan chocolate shops,4,4689477598,Пышка,node,Уфа,0
MiniLM-6-L12,Artisan chocolate shops,5,12164297413,Музей истории русского шоколада,node,Москва,0
MiniLM-6-L12,Artisan chocolate shops,6,7807030300,Chocolate Bar,node,Санкт-Петербург,1
MiniLM-6-L12,Artisan chocolate shops,7,5180914982,Музей шоколада,node,Москва,0
MiniLM-6-L12,Artisan chocolate shops,8,2397148874,Конфетки & Бараночки,node,Санкт-Петербург,1
MiniLM-6-L12,Artisan chocolate shops,9,1411840098,Плюшка,node,Уфа,1
MiniLM-6-L12,Artisan chocolate shops,10,9833331334,Сладкая лавка,node,Екатеринбург,1
MiniLM-6-L12,Architecture walking tours,1,9905840317,По сусекам,node,Москва,0
MiniLM-6-L12,Architecture walking tours,2,5649720576,Route 66,node,Санкт-Петербург,1
MiniLM-6-L12,Architecture walking tours,3,6044197631,Трансферум,node,Санкт-Петербур,0г
MiniLM-6-L12,Architecture walking tours,4,4579193209,Городская панорама,node,Казань,0
MiniLM-6-L12,Architecture walking tours,5,10112046572,Горный музей,node,Санкт-Петербург,0
MiniLM-6-L12,Architecture walking tours,6,3502825887,Забавушка,node,Москва,0
MiniLM-6-L12,Architecture walking tours,7,2475691784,Литературная жизнь Урала XX века,node,Екатеринбург,0
MiniLM-6-L12,Architecture walking tours,8,3634704049,Развитие 1703-2013,node,Санкт-Петербург,0
MiniLM-6-L12,Architecture walking tours,9,4960431429,"Траян, римский император",node,Санкт-Петербург,0
MiniLM-6-L12,Architecture walking tours,10,11013962947,Балкон музея Карла Буллы,node,Санкт-Петербург,0
MiniLM-6-L12,Sushi restaurants,1,10977220401,Here Sushi,node,Москва,1
MiniLM-6-L12,Sushi restaurants,2,1381787383,Восток-Запад,node,Санкт-Петербург,1
MiniLM-6-L12,Sushi restaurants,3,6142569992,Sushi,node,Москва,1
MiniLM-6-L12,Sushi restaurants,4,4386016334,Карате суши,node,Нижний Новгород,1
MiniLM-6-L12,Sushi restaurants,5,7290747931,Суши Пятница,node,Москва,1
MiniLM-6-L12,Sushi restaurants,6,4356519206,Суши маркет,node,Нижний Новгород,1
MiniLM-6-L12,Sushi restaurants,7,2616127199,Tokyo,node,Москва,1
MiniLM-6-L12,Sushi restaurants,8,9809310629,Сушисет,node,Москва,1
MiniLM-6-L12,Sushi restaurants,9,5236315129,Сушистор,node,Москва,1
MiniLM-6-L12,Sushi restaurants,10,8635374095,Суши Мастер,node,Санкт-Петербург,1
MiniLM-6-L12,Street performance spots,1,973479676,Пуп,node,Екатеринбург,0
MiniLM-6-L12,Street performance spots,2,7061533905,"Культурный центр ""Покровские ворота""",node,Москва,0
MiniLM-6-L12,Street performance spots,3,6702633186,Привокзальная площадь,node,Уфа,0
MiniLM-6-L12,Street performance spots,4,1216644811,Горэлектротранс,node,Санкт-Петербург,0
MiniLM-6-L12,Street performance spots,5,11019981806,Красный маршрут,node,Санкт-Петербург,0
MiniLM-6-L12,Street performance spots,6,8065436689,Красный маршрут,node,Санкт-Петербург,0
MiniLM-6-L12,Street performance spots,7,9733565955,Центральный район,node,Санкт-Петербург,0
MiniLM-6-L12,Street performance spots,8,9181274050,Quadrat-Trapez,node,Москва,0
MiniLM-6-L12,Street performance spots,9,4688968321,Площадь Фиделя Кастро,node,Москва,0
MiniLM-6-L12,Street performance spots,10,9385443339,Фестивальная площадь,node,Москва,0
MiniLM-6-L12,Open-air markets,1,1911041510,Планета,node,Санкт-Петербург,0
MiniLM-6-L12,Open-air markets,2,11816465473,Сакура маркет,node,Нижний Новгород,0
MiniLM-6-L12,Open-air markets,3,10755458545,Таганрогский колбасный завод,node,Москва,0
MiniLM-6-L12,Open-air markets,4,4406950417,Ярмарка,node,Санкт-Петербург,1
MiniLM-6-L12,Open-air markets,5,4450335793,Онлайн 24x7,node,Москва,0
MiniLM-6-L12,Open-air markets,6,6892573806,ТЦ «Крёкшино»,node,Москва,0
MiniLM-6-L12,Open-air markets,7,4761481505,Мои документы,node,Казань,0
MiniLM-6-L12,Open-air markets,8,10053410717,Технолог,node,Санкт-Петербург,0
MiniLM-6-L12,Open-air markets,9,2388373037,Технолог,node,Санкт-Петербург,0
MiniLM-6-L12,Open-air markets,10,2850959191,Технолог,node,Санкт-Петербург,0
MiniLM-6-L12,Secluded viewpoints,1,10178332317,Против,node,Санкт-Петербург,0
MiniLM-6-L12,Secluded viewpoints,2,12079972669,Вид на ЗСД,node,Санкт-Петербург,1
MiniLM-6-L12,Secluded viewpoints,3,1146914352,парк Сосновка,node,Санкт-Петербург,0
MiniLM-6-L12,Secluded viewpoints,4,1230130906,парк Сосновка,node,Санкт-Петербург,0
MiniLM-6-L12,Secluded viewpoints,5,11104290875,Обзорная площадка,node,Уфа,1
MiniLM-6-L12,Secluded viewpoints,6,11522908198,Посажен лес 6 га,node,Москва,0
MiniLM-6-L12,Secluded viewpoints,7,300062717,Вид развилки каштановой и большой липовой аллей,node,Москва,1
MiniLM-6-L12,Secluded viewpoints,8,10700462748,Knokey Парк Легенд,node,Москва,0
MiniLM-6-L12,Secluded viewpoints,9,6052696098,"Зона отдыха ""Шибаевский пруд""",node,Москва,0
MiniLM-6-L12,Secluded viewpoints,10,6909229038,План-схема Бирюлёвского дендропарка,node,Москва,0
MiniLM-6-L12,Historic city walls,1,7080391215,Здание заводской конторы (1827),node,Екатеринбург,0
MiniLM-6-L12,Historic city walls,2,5121835055,Фрагмент первоначальной линии подпорной стены конца XVIII — XIX вв.,node,Москва,0
MiniLM-6-L12,Historic city walls,3,10030274739,Памятник архитектуры XIX века,node,Санкт-Петербург,0
MiniLM-6-L12,Historic city walls,4,5921496461,Книга Знаний,node,Санкт-Петербург,0
MiniLM-6-L12,Historic city walls,5,4927397309,Аполлон Мусагет,node,Санкт-Петербург,0
MiniLM-6-L12,Historic city walls,6,3308191138,Памятная доска строительству высотного дома,node,Москва,1
MiniLM-6-L12,Historic city walls,7,11865849472,Пограничный столб №2,node,Санкт-Петербург,1
MiniLM-6-L12,Historic city walls,8,8093157043,24м,node,Санкт-Петербург,0
MiniLM-6-L12,Historic city walls,9,11020650005,100 лет ВЛКСМ,node,Санкт-Петербург,0
MiniLM-6-L12,Historic city walls,10,11510705883,Мемориальная плита в память о Троицком соборе,node,Санкт-Петербург,1
MiniLM-6-L12,Museum gift shops,1,12104690801,Музей живой бумаги,node,Нижний Новгород,1
MiniLM-6-L12,Museum gift shops,2,3350346072,"Политехнический музей, открытые фонды",node,Москва,1
MiniLM-6-L12,Museum gift shops,3,5906743571,Собрание,node,Москва,0
MiniLM-6-L12,Museum gift shops,4,4142983989,Рождение нового века,node,Москва,0
MiniLM-6-L12,Museum gift shops,5,3206046372,Музей уникальных кукол,node,Москва,1
MiniLM-6-L12,Museum gift shops,6,8655323872,Музей истории денег,node,Санкт-Петербург,1
MiniLM-6-L12,Museum gift shops,7,2324423104,Музей кукол и детской книги «Страна чудес»,node,Екатеринбург,1
MiniLM-6-L12,Museum gift shops,8,9871773742,Музей счастливого детства,node,Казань,1
MiniLM-6-L12,Museum gift shops,9,6044197631,Трансферум,node,Санкт-Петербург,0
MiniLM-6-L12,Museum gift shops,10,2511951122,Музей книги,node,Москва,1
MiniLM-6-L12,Minimalist cafes,1,12205381792,Рёберная на Баумана,node,Казань,1
MiniLM-6-L12,Minimalist cafes,2,3460229905,IL Tempo,node,Нижний Новгород,1
MiniLM-6-L12,Minimalist cafes,3,710312269,Люкс,node,Екатеринбург,1
MiniLM-6-L12,Minimalist cafes,4,10971690144,Совиный Дом,node,Москва,0
MiniLM-6-L12,Minimalist cafes,5,5856250881,Bistrot & Boutique No. 7,node,Москва,1
MiniLM-6-L12,Minimalist cafes,6,1229833245,Веранда,node,Санкт-Петербург,1
MiniLM-6-L12,Minimalist cafes,7,11482378465,Capital,node,Нижний Новгород,0
MiniLM-6-L12,Minimalist cafes,8,12327072553,Мир,node,Санкт-Петербург,0
MiniLM-6-L12,Minimalist cafes,9,4271135594,Пинч!,node,Санкт-Петербург,0
MiniLM-6-L12,Minimalist cafes,10,2262897258,Спецбуфет №1,node,Санкт-Петербург,1
MiniLM-6-L12,Urban green spaces,1,4736659967,"Дворовый спортивный комплекс ""Сыромятники""",node,Москва,0
MiniLM-6-L12,Urban green spaces,2,9806396641,Мои документы,node,Казань,0
MiniLM-6-L12,Urban green spaces,3,9806396657,Мои документы,node,Казань,0
MiniLM-6-L12,Urban green spaces,4,9806766874,Мои документы,node,Казань,0
MiniLM-6-L12,Urban green spaces,5,2322941786,Белая ворона,node,Екатеринбург,0
MiniLM-6-L12,Urban green spaces,6,9733565955,Центральный район,node,Санкт-Петербург,0
MiniLM-6-L12,Urban green spaces,7,11083618597,White House,node,Нижний Новгород,0
MiniLM-6-L12,Urban green spaces,8,4689366891,Дворик,node,Уфа,1
MiniLM-6-L12,Urban green spaces,9,1126453997,ГУ ЦСПСД,node,Москва,0
MiniLM-6-L12,Urban green spaces,10,1438250535,Дворовый капитан,node,Москва,1
